customer_id,efectivo,aerolineas,agencias_viajes,articulos_electricos,casinos,compras_internet,farmacias,gasolineras,hoteles,otros,renta_autos,restaurantes,supermercado,tiendapordepartamento
17800026,7788,0,0,0,0,0,0,0,0,0,0,0,0,0
17800027,51011.4,0,0,0,0,0,0,486.75,2141.7,4205.52,0,0,1098.11,385.31
17800028,48675,0,19470,0,0,0,0,0,0,0,0,0,15818.79,0
17800029,9735,0,0,0,0,0,0,0,0,0,0,172.31,3428.28,149.92
17800030,2141.7,0,0,2470.16,0,0,0,112.34,0,0,0,752.52,247.27,970.97
17800031,36146.83,0,0,0,0,0,78.66,0,0,0,0,451.12,4368.09,0
17800032,13336.95,0,0,0,0,0,0,2628.45,256.03,0,0,321.25,1695.06,317.17
17800033,0,0,0,0,0,0,0,0,0,19207.15,0,0,0,1752.11
17800034,11487.3,0,0,0,0,0,0,194.7,3426.72,0,0,2255.99,3390.9,0
17800035,0,0,0,0,0,0,0,0,0,0,0,578.26,22179.06,0
17800036,38940,0,0,2643.25,0,0,555.28,9385.9,0,2674.59,0,10175.22,48249.97,5802.84
17800037,0,0,0,0,0,0,0,364.09,1607.44,0,0,1297.48,9684.18,1079.61
17800038,584.1,0,0,2169.35,0,0,0,2279.94,0,0,0,0,2348.86,130.45
17800039,11682,0,0,7982.7,0,0,20495.87,0,0,1945.05,0,272.39,5624.49,149.72
17800040,0,0,0,0,0,0,0,973.5,0,0,0,0,2927.12,0
17800041,0,0,0,0,0,0,0,86.45,0,0,0,760.89,311.52,155.57
17800042,0,0,0,0,0,0,0,1070.85,0,388.43,0,491.62,26365.5,0
17800043,3115.2,0,0,5344.52,6877,0,468.06,6757.65,0,156.54,0,4980.04,0,0
17800044,7690.65,0,0,1658.26,0,0,0,5412.66,253.11,0,0,5025.01,9092.49,0
17800045,14213.1,0,0,6887.12,0,0,1748.02,8722.95,7966.93,1132.57,0,8558.04,10860.95,518.49
17800046,11682,0,0,0,0,0,0,0,0,0,0,0,3766.08,0
17800047,4867.5,0,0,681.45,0,0,0,0,0,0,0,1854.91,6828.52,2436.09
17800048,0,7593.3,0,0,0,0,0,5603.08,0,0,0,1631,8400.14,3540.04
17800049,48675,0,0,0,0,0,0,0,0,0,0,0,8892.92,0
17800050,0,0,0,0,0,0,329.43,584.1,0,0,0,0,244.54,0
17800051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17800052,0,0,0,1245.11,0,0,1647.94,194.7,0,0,0,0,0,0
17800053,0,0,0,1168.2,0,0,2890.13,0,0,554.89,0,0,0,1859.77
17800054,9735,17514.24,0,0,0,0,0,0,0,0,0,0,0,0
17800055,9248.25,0,0,9559.77,0,0,0,0,0,0,0,0,5946.53,0
17800056,9735,0,0,0,0,0,0,194.7,0,0,0,0,0,0
17800057,25311,0,0,19124.21,0,0,0,0,0,0,0,0,0,0
17800058,23364,0,0,1776.83,0,0,0,3767.45,778.8,0,0,2444.65,365.06,0
17800059,1947,0,0,486.56,0,1397.95,0,2531.1,0,114.87,0,0,237.53,0
17800060,7788,0,0,584.1,0,0,0,10953.24,1479.72,0,0,261.68,307.63,0
17800061,10708.5,0,0,1031.33,0,0,1637.43,486.75,0,0,0,0,2695.43,1690.77
17800062,0,0,0,31229.1,0,0,0,3782.05,0,0,0,441,6955.46,574.37
17800063,38940,0,0,6092.94,0,0,895.43,1849.26,0,0,0,1566.17,2720.15,1099.08
17800064,0,0,0,0,0,0,0,0,0,4172.03,0,0,0,0
17800065,0,0,0,0,0,0,0,1791.43,2115.42,0,0,0,0,0
17800066,0,51592.77,880.04,0,0,0,0,0,0,0,0,0,3350.59,2256.77
17800067,0,0,0,0,0,0,0,837.21,0,0,0,0,39449.14,0
17800068,1947,0,0,0,0,0,0,0,0,0,0,0,0,0
17800069,0,0,0,0,0,0,0,778.8,0,0,0,0,5228.67,0
17800070,0,0,0,0,0,0,0,2628.45,0,0,0,815.01,111.76,369.93
17800071,973.5,0,0,0,0,0,0,0,0,0,0,0,11450.89,0
17800072,39913.5,0,0,0,0,0,2174.41,3249.35,1929.48,446.25,0,2336.79,2541.81,1156.91
17800073,0,0,16960.51,0,0,0,0,0,0,0,0,0,0,0
17800074,9494.35,0,0,10643.66,0,0,1991.78,7322.47,0,4885.02,0,1931.23,21832.88,881.02
17800075,0,0,0,0,0,0,0,1060.14,0,0,0,0,0,8311.94
17800076,9150.9,0,0,233.06,0,0,0,5481,0,964.15,0,703.84,5018.98,112.15
17800077,1947,0,0,0,0,0,572.81,0,0,0,0,0,332.35,1868.93
17800078,0,0,0,0,0,0,0,0,0,0,0,0,14473.61,0
17800079,0,20421.5,0,0,0,0,0,0,0,0,0,0,8078.88,3776.4
17800080,0,0,0,4209.02,0,0,0,759.33,1764.37,0,0,0,0,0
17800081,389.4,0,0,0,0,0,0,0,0,0,0,884.33,2336.21,1828.04
17800082,20054.1,0,0,0,0,0,0,5553.23,0,1464.14,0,882.19,4385.42,558.59
17800083,8372.1,5611.06,0,5333.42,0,15023.44,166.47,6807.1,0,4054.24,0,3075.68,6039.98,0
17800084,9735,0,0,0,0,0,6185.42,0,1676.37,5159.55,0,12160.18,18586.26,6191.46
17800085,19470,0,0,192.75,0,0,0,2593.4,0,1148.73,0,4389.9,7249.65,2031.11
17800086,0,0,0,0,0,0,0,0,0,0,0,1715.11,679.7,1538.13
17800087,0,0,0,978.76,0,0,19972.13,0,1113.68,8557.07,0,0,26139.64,6113.58
17800088,0,0,0,0,0,0,0,0,0,3784.19,0,0,0,0
17800089,9735,0,0,0,0,0,0,0,0,0,0,0,0,652.44
17800090,7495.95,0,0,0,0,0,0,584.1,0,0,0,0,0,0
17800091,0,0,0,0,0,0,0,5938.16,0,0,0,0,2592.43,0
17800092,0,0,0,0,0,0,0,1109.79,0,626.93,0,1799.03,13948.89,876.15
17800093,0,0,0,0,41860.5,0,0,194.7,0,0,0,0,0,0
17800094,0,0,0,428.34,0,0,0,0,0,0,0,282.31,0,0
17800095,3699.3,0,0,0,0,0,0,0,0,0,0,0,398.75,0
17800096,18572.43,0,0,0,0,0,0,0,0,0,0,0,7997.89,0
17800097,4283.4,0,0,1073.19,0,0,1207.33,194.7,0,0,0,0,0,407.9
17800098,7788,0,0,30592.24,0,0,2730.47,43420.24,4413.46,0,0,1314.03,8075.38,665.87
17800099,0,0,0,0,0,0,0,696.44,1837.97,0,0,525.5,8315.64,3647.12
17800100,13629,0,0,778.8,0,0,0,0,0,0,0,0,527.64,0
17800101,0,0,0,0,0,0,125.19,233.64,0,0,0,0,597.14,0
17800102,0,0,0,7540.93,0,0,0,0,0,0,0,0,0,3072.95
17800103,0,0,0,2735.53,0,0,0,0,0,0,0,0,2146.18,310.55
17800104,5841,0,0,4834.6,0,0,488.31,2239.83,8449.98,2126.9,0,837.4,6131.3,12241.76
17800105,0,0,0,739.86,0,0,1000.95,3407.25,0,0,0,3249.54,15573.27,58.41
17800106,105138,0,0,0,0,0,0,2628.45,0,0,0,583.91,0,1864.84
17800107,0,21498.97,0,0,0,0,0,4488.61,0,0,0,454.04,6823.26,0
17800108,1168.2,0,0,2717.62,0,0,0,2141.7,0,0,0,356.3,1451.49,1739.64
17800109,0,0,0,1464.53,0,0,0,0,0,0,0,0,0,5113.8
17800110,0,0,0,0,0,0,0,0,0,2757.73,0,3959.03,10214.74,0
17800111,0,0,0,0,0,0,0,0,0,0,0,0,4848.61,0
17800112,0,0,0,0,0,0,0,0,0,0,0,0,3364.22,973.31
17800113,10124.4,0,0,0,0,0,0,0,0,0,0,0,4330.91,0
17800114,56463,0,0,0,0,0,0,0,0,0,0,0,672.1,0
17800115,2725.8,0,0,817.16,0,0,0,1190.59,0,367.98,0,1489.26,0,0
17800116,0,0,0,0,0,0,0,428.34,0,147.58,0,418.41,720.39,0
17800117,0,0,0,1562.86,0,0,0,0,0,303.73,0,500.96,5905.84,648.35
17800118,0,0,0,0,0,0,0,1752.3,233.64,247.27,0,358.83,5194.4,0
17800119,0,0,0,0,3504.6,0,0,2920.5,0,0,0,563.85,776.27,0
17800120,0,0,0,0,0,0,0,0,0,0,0,0,1029.96,0
17800121,0,0,0,591.89,0,0,1877.1,2336.4,0,481.88,0,2504.43,15246.76,2951.46
17800122,9735,0,0,311.52,0,0,0,0,0,0,0,0,8653.83,0
17800123,0,0,0,0,0,0,0,0,0,54516,0,0,0,0
17800124,2044.35,0,0,2493.52,0,0,205.41,6379.54,0,0,0,378.3,9625.97,0
17800125,3894,0,0,0,0,0,0,3330.73,0,229.75,0,519.46,4237.84,387.45
17800126,3699.3,22788.47,0,311.52,0,0,3862.65,0,0,0,0,0,427.95,853.37
17800127,8761.5,0,0,0,0,0,0,389.4,0,0,0,0,1976.59,0
17800128,7788,0,0,0,0,0,0,0,0,0,0,0,1525.47,0
17800129,19664.7,0,0,0,0,0,0,1247.05,0,0,0,565.41,706.76,0
17800130,5841,0,0,346.96,0,0,0,0,0,0,0,0,1014.78,505.25
17800131,0,0,0,910.22,0,0,0,0,0,0,0,0,2296.29,372.85
17800132,0,0,0,0,0,0,0,0,0,0,0,0,920.93,0
17800133,3309.9,0,0,0,0,0,1358.81,292.05,0,0,0,1173.07,0,1099.08
17800134,0,0,0,0,0,0,348.71,476.04,0,0,0,0,2410.97,642.51
17800135,0,0,0,0,0,0,0,389.4,0,0,0,514.01,0,778.41
17800136,0,0,0,0,0,0,0,0,0,0,0,0,10726.41,0
17800137,662.56,48898.9,0,1600.43,0,0,1249.39,2372.42,0,583.71,0,3397.32,1393.27,13515.68
17800138,6814.5,0,0,0,3115.2,0,0,0,0,0,0,0,0,778.8
17800139,1557.6,0,0,0,0,0,0,0,0,0,0,0,233.06,0
17800140,10708.5,0,0,550.03,0,0,0,486.75,0,0,0,0,0,0
17800141,4380.75,0,0,3677.3,0,0,2894.41,4229.86,0,0,0,1420.34,12722.48,1267.69
17800142,78155.5,0,0,0,0,0,0,1070.85,0,0,0,452.48,4143.61,0
17800143,0,0,0,0,0,0,0,0,39515.14,53039.2,0,30800.37,0,259948.84
17800144,9735,0,0,0,0,0,0,2881.56,0,0,0,0,5873.9,0
17800145,2141.7,0,0,0,0,0,0,0,0,0,0,0,337.22,0
17800146,10708.5,0,0,0,0,0,0,3115.2,0,0,0,3394.01,6515.44,1454.21
17800147,5841,0,0,0,0,0,0,0,0,0,0,0,0,0
17800148,5914.01,9481.89,0,0,0,0,0,310.35,0,2047.85,0,836.43,3985.12,2127.68
17800149,27258,0,0,0,0,0,0,642.51,0,0,0,0,4629.38,0
17800150,0,0,0,0,0,0,0,778.8,0,0,0,0,0,0
17800151,22390.5,0,0,905.16,0,0,1337,1168.2,0,779.58,0,13173.79,42779.29,1635.29
17800152,13629,0,0,0,0,0,0,1985.94,0,285.04,0,685.73,9928.53,1552.54
17800153,3504.6,0,0,2647.92,0,0,0,0,0,0,0,0,1018.87,0
17800154,0,0,0,0,0,0,0,1849.65,0,0,0,445.28,955.39,0
17800155,584.1,0,0,0,0,0,0,389.4,0,0,0,0,2129.04,0
17800156,6035.7,0,0,276.86,0,0,0,0,0,0,0,0,1023.15,0
17800157,0,0,0,0,0,0,0,0,0,608.44,0,1497.05,1329.22,0
17800158,7788,0,0,0,0,0,0,0,0,0,0,0,0,0
17800159,6814.5,0,0,0,0,0,0,0,0,0,0,0,0,0
17800160,9735,0,0,0,0,0,0,0,0,0,0,0,0,0
17800161,0,45382.04,9076.91,17989.11,0,0,1048.46,2448.94,20405.34,486.94,10901.64,3737.27,7644.51,4306.96
17800162,0,0,0,0,0,0,2790.83,0,0,481.88,0,908.28,0,1292.61
17800163,4867.5,0,0,2121.45,0,0,0,6074.45,0,501.35,0,1370.69,4767.42,2638.57
17800164,2531.1,0,0,0,0,0,0,506.22,0,0,0,999.2,2242.75,0
17800165,0,0,0,0,0,0,0,389.4,0,0,0,2499.56,11550.38,0
17800166,27258,0,0,0,0,0,0,0,0,0,0,0,0,0
17800167,0,0,0,0,0,0,0,0,0,739.86,0,0,1101.22,895.62
17800168,7788,0,0,700.92,0,0,0,389.4,0,0,0,637.64,121.88,0
17800169,14018.4,1100.06,0,2165.84,0,0,0,1460.25,0,2945.81,0,809.56,5184.28,9570.67
17800170,1093.05,0,0,4128.81,0,0,0,0,0,2175.77,0,1828.23,26159.7,4234.34
17800171,37771.8,0,0,544.97,0,0,0,5432.13,0,431.07,0,1375.56,5170.06,165.5
17800172,0,0,0,330.02,0,0,0,0,1548.25,0,0,151.87,14032.61,664.51
17800173,19470,24168.7,973.5,108884.61,0,231670.22,0,6105.21,11282.48,0,0,9504.67,8293.44,2718.21
17800174,58410,0,0,0,0,0,0,0,0,0,0,655.94,0,0
17800175,0,0,0,4224.8,0,0,1856.66,1908.06,0,554.89,0,3637.19,1074.74,24347.04
17800176,0,0,0,0,0,0,0,330.99,0,282.31,0,133.37,150.89,87.03
17800177,9034.08,0,0,0,0,0,0,0,0,0,0,0,0,0
17800178,11195.25,0,0,3859.15,0,0,1091.68,0,0,1050.6,0,138.24,7244.79,4670.27
17800179,0,0,0,0,0,0,8335.3,4560.26,0,0,0,5088.29,2822.96,144.08
17800180,0,0,0,4760.41,0,1240.82,0,0,0,1440.78,0,0,1179.69,0
17800181,3991.35,0,0,409.84,0,0,0,859.99,0,528.61,0,877.9,4594.14,1759.7
17800182,9735,0,0,0,0,0,0,0,0,1365.04,0,0,7600.31,3976.16
17800183,0,0,0,0,0,0,0,0,0,0,0,0,4410.34,0
17800184,0,0,0,0,0,0,0,0,0,0,0,0,1847.31,0
17800185,0,0,0,1378.48,0,0,0,778.8,0,0,0,884.52,1138.61,1148.73
17800186,3894,0,0,0,0,0,0,0,0,0,0,194.7,1593.23,249.22
17800187,0,0,0,4604.85,0,0,0,0,0,0,0,0,4319.03,11855.67
17800188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17800189,24045.45,0,0,4138.15,0,0,136.1,12752.85,0,0,0,379.67,13617.9,1763.01
17800190,0,0,0,876.15,0,0,0,132.79,0,0,0,0,1753.86,1329.02
17800191,0,0,0,4637.17,0,0,0,0,0,819.69,0,2160.2,1996.06,4604.07
17800192,801.77,22385.05,0,453.85,0,0,405.75,11608.21,6447.88,7860.82,0,8396.44,27148.38,1222.72
17800193,0,0,0,0,0,0,0,567.55,0,245.32,0,517.32,10894.83,0
17800194,973.5,0,0,584.1,0,0,65.03,1962.58,0,0,0,1228.36,5238.99,149.14
17800195,0,0,0,0,0,0,0,0,0,0,0,598.51,1106.48,571.83
17800196,0,0,0,0,0,0,0,0,0,0,0,0,535.04,0
17800197,0,0,0,0,0,0,0,486.75,0,1610.17,0,0,3387.59,11491.97
17800198,7788,0,0,681.45,0,0,566.97,1362.9,0,0,0,291.47,3760.05,1138.41
17800199,38940,0,0,0,0,0,0,0,0,0,0,442.94,2436.87,1168.01
17800200,0,0,0,0,0,0,0,1657.68,0,0,0,0,4193.25,856.68
17800201,0,0,0,0,0,0,0,389.4,0,0,0,0,922.88,1459.28
17800202,0,0,0,4794.49,0,0,0,0,0,623.04,0,1751.33,8214.39,2446.21
17800203,5386.18,0,0,0,0,12616.56,0,0,0,0,0,0,0,0
17800204,0,0,0,0,0,0,0,0,0,0,0,0,292.05,2060.51
17800205,0,0,0,0,0,0,0,3761.8,0,1975.62,0,1418.97,0,0
17800206,0,0,0,0,0,0,0,389.4,0,0,0,0,1488.09,0
17800207,0,1100.06,0,0,0,0,0,0,0,0,0,684.18,0,0
17800208,19470,0,0,1447.4,0,0,0,2141.7,0,10315.4,0,4611.08,4210.39,2667.58
17800209,10416.45,0,0,365.26,0,0,0,0,0,0,0,0,0,2485.73
17800210,0,0,0,0,0,0,0,701.11,0,0,0,521.6,17067.4,1693.89
17800211,6619.8,0,0,0,0,0,0,876.15,0,0,0,0,1477.77,963.38
17800212,0,0,0,2145.59,0,0,0,0,0,0,0,0,2442.71,0
17800213,973.5,0,0,9695.09,0,0,0,973.5,0,0,0,819.3,17496.72,2274.29
17800214,0,0,0,612.53,0,0,2167.01,0,0,0,0,389.01,15903.29,1428.51
17800215,0,0,0,0,0,0,0,0,0,357.47,0,1983.21,5825.03,1450.9
17800216,0,0,0,5264.69,0,0,0,2959.44,816.18,0,0,2903.17,9722.54,713.19
17800217,3894,0,0,667.82,0,0,0,4672.8,0,1611.14,0,1196.04,2416.42,1943.5
17800218,1947,0,0,0,0,0,0,0,0,0,0,646.6,528.81,1786.57
17800219,0,0,0,0,0,0,0,2005.41,0,0,0,1375.75,3079.57,743.95
17800220,7788,0,0,0,0,0,0,0,0,0,0,2232.62,22669.51,589.75
17800221,0,0,0,10104.93,0,0,0,2026.63,0,0,0,6227.87,69792.55,31695.99
17800222,16549.5,0,0,443.92,0,0,0,304.12,0,1892.48,0,320.87,486.75,0
17800223,65224.5,0,0,2076.86,0,0,0,0,0,1322.6,0,1206.95,839.94,941.96
17800224,101244,0,0,7222.59,0,0,361.75,194.7,0,0,0,445.47,8191.22,4146.53
17800225,16549.5,0,0,350.46,0,0,0,7418.07,0,1202.47,0,0,26752.17,784.06
17800226,0,0,0,1323.96,0,0,3962.73,3097.09,0,0,0,1281.32,3275.83,26096.81
17800227,32222.85,0,0,0,0,0,1844.59,194.7,0,0,0,1110.37,2314.98,0
17800228,0,0,0,0,0,0,0,0,3395.57,0,0,0,6969.87,0
17800229,0,0,0,0,0,0,64.64,0,0,0,0,0,0,330.99
17800230,0,0,0,0,0,0,0,0,0,0,0,0,1711.22,0
17800231,38940,0,0,7060.8,0,0,0,486.75,0,2660.19,0,207.55,8117.24,13386.21
17800232,0,0,0,1167.23,0,0,306.85,0,0,0,0,0,0,0
17800233,32320.2,0,0,1228.17,0,0,0,3852.53,0,0,0,3973.05,6111.05,2030.72
17800234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17800235,3894,0,0,960.84,0,0,2748.58,1752.3,8111.4,0,0,1857.63,12676.33,2025.46
17800236,3212.55,0,0,653.02,0,0,0,389.4,0,0,0,743.75,65140.97,778.41
17800237,6425.1,0,0,0,0,0,0,0,0,6588.65,0,0,945.46,0
17800238,0,0,0,0,0,0,0,0,0,204.44,0,3862.85,3810.67,0
17800239,0,0,0,0,0,0,2770,0,0,1869.12,0,2125.73,13448.51,0
17800240,13629,0,0,0,0,0,0,0,0,0,0,0,0,0
17800241,6761.93,4768.98,0,21872.01,0,0,0,548.47,0,4622.18,0,19935.14,20274.11,10205.78
17800242,0,0,0,0,0,0,897.57,0,0,0,0,1355.5,5590.03,486.75
17800243,0,0,0,0,0,0,0,0,0,0,0,0,11237.11,0
17800244,5841,0,0,0,0,0,0,0,0,1476.6,0,0,355.52,0
17800245,0,0,0,0,0,0,0,895.62,0,0,0,0,783.28,0
17800246,0,0,0,0,0,0,0,0,0,0,0,1661.18,0,0
17800247,1256.01,0,0,23450.64,0,0,1907.28,30746.44,0,176.98,0,16067.23,4526.97,8838.21
17800248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17800249,0,0,0,1228.56,0,0,406.34,292.05,0,0,0,0,494.93,0
17800250,584.1,5725.93,0,3063.22,0,0,3911.72,3387.78,722.92,2606.64,0,1032.1,30192.91,968.83
17800251,0,0,0,0,0,0,0,0,0,0,0,0,625.57,0
17800252,19470,0,0,0,0,0,0,0,0,0,0,0,2055.84,0
17800253,9735,0,0,0,0,0,0,4187.8,0,0,0,3171.86,5857.35,0
17800254,19470,0,0,447.03,0,0,0,6470.66,3437.23,1607.25,0,6027.72,7832,9593.84
17800255,0,0,0,0,0,0,0,0,0,0,0,0,2066.94,368.96
17800256,87615,0,0,5753.39,0,739.86,0,22118.7,0,1752.3,0,5276.95,32434.29,10540.28
17800257,0,0,0,2786.94,0,0,0,0,0,0,0,970.19,3425.94,369.93
17800258,116820,0,0,0,0,0,0,1954.2,1246.08,1128.29,0,1767.29,5686.41,2203.81
17800259,0,0,0,0,0,0,0,0,0,7430.34,0,0,41253.43,8206.22
17800260,0,0,0,0,0,0,0,0,0,0,0,212.22,0,1070.85
17800261,0,0,0,863.88,0,0,291.47,526.66,0,2833.47,0,815.6,8460.69,9580.02
17800262,5841,0,0,0,0,0,2479.5,2553.88,0,384.92,0,2821.4,24236.65,0
17800263,40887,0,0,0,0,0,0,846.56,0,0,0,0,4224.6,1087.01
17800264,0,0,0,0,0,0,0,1070.85,0,0,0,0,0,0
17800265,0,0,0,0,0,0,0,292.05,0,0,584.1,661.59,87.61,0
17800266,3894,0,0,0,0,0,4024.45,0,0,0,0,0,2369.3,0
17800267,12168.75,0,0,0,0,0,0,3649.26,0,551.39,0,2622.22,18280.19,5878.97
17800268,0,0,0,1707.91,0,0,3473.06,3278.36,14855.61,14605.62,0,25486.62,10440.59,5188.56
17800269,1031.91,0,0,0,0,0,212.42,176.2,0,154.79,0,1387.43,408.68,0
17800270,44878.35,0,0,3357.99,0,0,0,1335.64,0,3244.87,0,0,2189.6,0
17800271,0,0,0,0,0,1538.13,1043.79,0,0,6118.64,0,536.4,0,12102.75
17800272,0,13224.02,0,2063.63,0,0,931.25,10129.85,0,396.6,0,6189.71,16341.56,38013.81
17800273,0,0,0,0,0,0,0,0,0,0,0,0,14805.57,0
17800274,486.75,0,0,0,0,0,0,0,0,0,0,506.22,396.6,0
17800275,2433.75,0,0,0,0,0,0,389.4,0,957.73,0,0,115.07,3877.45
17800276,0,0,0,535.42,0,0,0,389.4,508.17,0,0,415.68,6539.97,777.83
17800277,0,0,0,0,0,0,0,0,0,0,0,0,426.98,0
17800278,0,0,0,0,0,0,3697.94,574.56,0,554.89,0,890.95,5195.18,2297.46
17800279,778.8,0,0,0,0,0,0,389.4,0,0,0,0,310.35,0
17800280,0,0,0,0,21903.75,0,0,486.75,0,0,0,0,3570.21,0
17800281,0,5375.67,0,0,0,0,0,0,0,0,0,884.91,206.19,4619.65
17800282,0,0,0,0,0,0,0,0,0,347.73,0,228.58,392.32,12241.57
17800283,0,0,0,0,0,0,0,0,0,2920.5,0,0,0,0
17800284,0,0,0,0,0,0,0,0,0,106.11,0,0,6730.78,0
17800285,26673.9,0,0,0,0,0,0,0,0,0,0,0,0,0
17800286,0,0,0,0,0,0,949.94,0,0,0,0,0,0,0
17800287,35046,0,0,24894.54,0,0,0,876.15,4867.5,6282.19,0,277.45,11556.42,13664.63
17800288,0,0,0,67.76,0,0,0,1129.45,0,991.22,0,126.56,2728.53,7408.53
17800289,0,0,0,573.2,0,0,392.52,584.1,899.51,1784.62,0,4908.58,2081.54,3660.36
17800290,0,0,0,814.62,0,0,1779.17,0,0,0,0,944.29,11859.57,3164.07
17800291,3991.35,0,0,6059.26,0,0,0,0,0,0,0,0,49540.64,3666.98
17800292,5685.24,0,0,0,0,0,0,0,0,0,0,1364.46,7190.47,510.89
17800293,19470,0,0,1854.32,0,0,0,207.55,0,0,0,655.94,2722.3,760.89
17800294,0,0,0,0,0,0,0,0,0,0,0,0,7720.63,0
17800295,4867.5,0,0,7181.51,0,0,0,1879.05,0,700.92,0,1019.45,5927.06,1674.23
17800296,0,0,0,0,0,0,0,0,0,0,0,0,5935.04,0
17800297,44781,0,0,0,0,0,0,194.7,0,0,0,0,0,0
17800298,0,0,0,0,0,0,0,0,0,0,0,0,1594.01,0
17800299,7982.7,25870.76,0,4692.46,0,0,540.1,4640.87,623.04,3601.17,0,4400.03,9995.31,19698.58
17800300,20772.15,0,0,3197.95,0,0,0,0,0,0,0,606.3,3855.84,485.78
17800301,0,0,0,0,0,0,0,681.45,0,0,0,176.79,0,0
17800302,105624.75,0,0,0,0,2920.5,1130.43,5030.07,1700.51,763.03,0,4269.38,4037.69,3945.21
17800303,0,0,0,0,0,0,0,0,0,0,0,182.82,0,0
17800304,13629,0,0,1255.82,0,0,0,194.7,839.16,1362.9,0,0,3260.45,499.41
17800305,21417,0,0,0,0,0,293.61,2141.7,0,0,0,144.86,4770.93,0
17800306,0,0,0,1475.05,0,0,0,0,0,0,0,1168.2,3824.1,0
17800307,0,16319.17,0,501.74,0,0,860.18,32085.78,0,0,0,30623.78,160227.98,7132.25
17800308,8080.05,0,0,30094.78,0,0,125.78,12266.1,1362.9,2838.53,0,7249.27,15472.61,5790.38
17800309,0,0,0,0,0,0,0,0,0,1455.38,0,954.03,1890.54,553.34
17800310,0,0,0,10148.54,0,0,502.72,0,457.55,4304.82,0,609.61,0,0
17800311,0,0,0,0,0,0,0,292.05,0,0,0,0,2857.03,1166.25
17800312,0,0,0,0,0,0,0,0,0,0,0,0,3211.77,0
17800313,0,0,0,0,0,0,0,0,0,0,0,318.53,1367.96,0
17800314,0,0,0,827.48,0,0,0,778.8,0,0,0,2286.75,3848.63,0
17800315,0,0,0,1187.28,0,0,0,973.69,0,166.47,0,2333.28,5472.04,467.28
17800316,0,0,0,13166.2,0,0,0,0,0,0,0,0,0,0
17800317,0,0,0,1452.46,0,0,2613.46,3363.83,0,1770.21,0,1133.54,3420.29,5316.48
17800318,6619.8,0,0,0,0,0,0,0,0,0,0,0,17148.59,0
17800319,0,0,0,0,0,0,363.12,545.16,3100.99,108.84,0,627.32,2137.42,1421.31
17800320,0,0,0,0,0,0,0,0,0,315.02,0,0,0,0
17800321,0,0,0,236.37,0,0,0,486.75,0,0,0,98.71,1046.51,973.11
17800322,0,0,0,0,0,0,0,0,0,0,0,0,6020.32,0
17800323,11584.65,0,0,1548.25,0,0,8511.31,33703.74,0,4866.53,0,19623.23,15938.73,3097.48
17800324,0,0,0,7344.86,0,0,0,4088.7,443.33,310.55,0,1711.8,1315.39,1694.86
